city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,homeowner_tax,rent_amount,property_tax,fire_insurance,total
Rio de Janeiro,50,1,1,0,8,not acept,furnished,2300,1850,35,24,4209
Rio de Janeiro,80,2,1,1,5,acept,not furnished,1180,2400,129,31,3740
Belo Horizonte,45,1,1,1,2,not acept,furnished,300,3000,0,40,3340
Sao Paulo,250,3,3,2,7,acept,not furnished,3500,12750,1084,162,17500
Sao Paulo,44,1,1,1,6,not acept,not furnished,308,3300,149,42,3799
Sao Paulo,50,2,1,1,3,acept,not furnished,700,4500,125,58,5383
Sao Paulo,156,3,4,2,2,acept,not furnished,1800,2000,0,26,3826
Sao Paulo,42,1,1,1,2,acept,not furnished,700,2326,160,9,3195
Sao Paulo,54,2,2,1,12,acept,not furnished,954,2800,192,36,3982
Rio de Janeiro,400,2,2,1,7,acept,not furnished,700,2300,6,30,3036
Belo Horizonte,50,1,1,0,1,acept,not furnished,0,750,30,10,790
Sao Paulo,93,2,1,1,1,acept,not furnished,390,2150,76,28,2644
Sao Paulo,135,3,3,2,14,acept,furnished,946,2690,361,35,4032
Sao Paulo,32,1,1,0,1,not acept,not furnished,26,1290,33,17,1366
Rio de Janeiro,52,1,1,1,3,acept,furnished,584,2390,117,31,3122
Sao Paulo,250,3,4,2,10,acept,not furnished,2900,10000,584,127,13610
Sao Paulo,60,1,2,2,6,acept,not furnished,700,3000,0,39,3739
Campinas,109,3,1,1,11,acept,not furnished,903,1150,146,15,2214
Sao Paulo,200,3,3,1,8,acept,not furnished,1687,5800,365,74,7926
Sao Paulo,38,1,1,1,13,acept,furnished,300,2400,0,31,2731
Porto Alegre,30,1,1,1,1,not acept,furnished,0,1330,0,20,1350
Sao Paulo,215,3,4,4,10,acept,not furnished,3313,12000,1252,153,16720
Sao Paulo,340,4,6,4,6,acept,not furnished,5500,9600,2167,122,17390
Rio de Janeiro,30,1,1,0,4,acept,furnished,400,2900,100,38,3438
Sao Paulo,90,3,2,1,9,acept,not furnished,1000,1800,44,23,2867
Sao Paulo,180,3,4,4,22,acept,not furnished,1545,12000,818,153,14520
Rio de Janeiro,60,1,1,1,1,acept,not furnished,650,2165,110,28,2953
Sao Paulo,50,2,1,1,7,acept,not furnished,400,1850,167,24,2441
Sao Paulo,48,1,1,1,3,acept,not furnished,660,3300,110,42,4112
Sao Paulo,42,1,1,0,6,acept,furnished,345,1800,0,23,2168
Sao Paulo,253,3,3,4,3,acept,not furnished,3172,4500,1125,58,8855
Belo Horizonte,60,1,1,0,8,acept,not furnished,340,950,55,13,1358
Sao Paulo,66,2,1,1,3,acept,not furnished,1141,1650,166,21,2978
Sao Paulo,17,1,1,0,1,not acept,furnished,300,2200,50,28,2578
Rio de Janeiro,157,3,2,1,2,acept,not furnished,2499,4500,550,58,7607
Belo Horizonte,40,1,1,2,11,acept,not furnished,488,1600,126,22,2236
Belo Horizonte,100,3,2,2,11,acept,not furnished,978,1500,169,20,2667
Campinas,238,4,5,4,10,acept,furnished,1800,5000,421,64,7285
Belo Horizonte,102,3,2,2,6,acept,not furnished,1150,1100,0,15,2265
Sao Paulo,250,3,3,2,3,acept,not furnished,1900,9500,500,121,12020
Rio de Janeiro,139,2,2,1,10,acept,furnished,1000,1300,234,17,2551
Porto Alegre,125,3,2,2,3,acept,furnished,1000,7700,292,113,9105
Sao Paulo,65,2,2,1,15,not acept,furnished,1072,7500,165,96,8833
Campinas,68,3,2,2,9,acept,not furnished,568,1500,55,20,2143
Sao Paulo,85,2,1,0,1,acept,not furnished,720,3100,28,40,3888
Sao Paulo,200,2,5,2,2,not acept,furnished,2448,15000,937,191,18580
Rio de Janeiro,94,3,1,1,7,acept,furnished,750,2600,122,34,3506
Porto Alegre,38,1,1,1,9,acept,not furnished,350,2500,42,37,2929
Porto Alegre,67,1,1,0,2,acept,not furnished,220,950,25,14,1209
Sao Paulo,104,3,3,2,3,not acept,furnished,915,9000,254,115,10280
Sao Paulo,50,2,1,1,12,acept,not furnished,462,1900,0,25,2387
Rio de Janeiro,145,3,3,0,5,acept,not furnished,1000,4500,285,58,5843
Sao Paulo,20,1,1,0,6,acept,furnished,602,1800,130,23,2555
Sao Paulo,170,4,5,3,14,acept,furnished,1927,5200,709,66,7902
Sao Paulo,30,1,1,1,7,not acept,not furnished,1959,1630,227,21,3837
Belo Horizonte,75,3,1,1,4,acept,not furnished,263,1100,61,15,1439
Campinas,75,2,2,1,11,acept,not furnished,500,1189,75,16,1780
Sao Paulo,250,4,4,3,6,acept,not furnished,2360,6970,1580,89,11000
Sao Paulo,120,3,2,0,1,acept,not furnished,0,2500,84,38,2622
Rio de Janeiro,45,1,1,0,6,acept,not furnished,560,1901,80,25,2566
Rio de Janeiro,225,4,4,3,7,not acept,not furnished,4799,7500,1095,97,13490
Sao Paulo,245,4,5,4,19,acept,furnished,2863,7000,750,89,10700
Porto Alegre,50,1,1,0,10,acept,not furnished,250,1350,0,20,1620
Rio de Janeiro,117,3,4,1,2,acept,not furnished,0,4870,464,63,5397
Belo Horizonte,80,1,2,0,2,acept,not furnished,150,1100,68,15,1333
Sao Paulo,340,3,4,5,20,acept,not furnished,4500,9800,0,125,14430
Sao Paulo,60,2,1,0,3,acept,not furnished,400,1000,0,13,1413
Sao Paulo,57,2,1,1,3,acept,not furnished,625,1100,3,14,1742
Sao Paulo,30,1,1,1,8,not acept,furnished,658,3500,123,45,4326
Campinas,70,2,2,1,9,acept,not furnished,300,1500,95,20,1915
Sao Paulo,55,2,2,1,5,acept,not furnished,380,1850,0,24,2254
Sao Paulo,75,3,2,2,3,acept,not furnished,600,2150,150,28,2928
Belo Horizonte,90,2,1,1,4,acept,not furnished,400,1500,0,20,1920
Rio de Janeiro,90,3,2,2,2,acept,furnished,850,2500,250,33,3633
Rio de Janeiro,200,3,2,2,3,acept,not furnished,1650,15000,750,194,17590
Sao Paulo,86,2,1,1,1,acept,not furnished,960,2372,0,10,3342
Sao Paulo,60,1,1,1,19,acept,not furnished,590,3500,150,45,4285
Porto Alegre,50,1,1,0,1,acept,not furnished,190,990,10,15,1205
Sao Paulo,108,3,2,2,6,acept,not furnished,1200,5600,275,71,7146
Sao Paulo,48,1,1,1,3,acept,not furnished,433,2630,0,34,3097
Sao Paulo,100,3,2,1,9,acept,furnished,890,6502,0,83,7475
Campinas,48,1,1,0,4,not acept,not furnished,400,800,80,11,1291
Porto Alegre,67,2,1,1,8,acept,not furnished,500,1550,77,23,2150
Rio de Janeiro,120,3,3,0,6,not acept,furnished,1200,9240,209,120,10770
Sao Paulo,49,1,1,1,5,acept,not furnished,430,1760,21,23,2234
Sao Paulo,140,1,2,2,1,not acept,furnished,1400,4500,334,58,6292
Sao Paulo,105,2,1,2,5,acept,furnished,1300,3120,0,40,4460
Porto Alegre,60,2,1,1,3,acept,not furnished,435,920,30,14,1399
Sao Paulo,300,4,2,4,27,acept,not furnished,2960,10040,875,128,14000
Sao Paulo,93,2,2,1,2,acept,not furnished,400,2500,84,32,3016
Sao Paulo,72,2,2,1,1,acept,not furnished,742,2330,0,30,3102
Campinas,60,2,1,1,3,acept,not furnished,345,820,16,11,1192
Rio de Janeiro,160,4,3,1,4,acept,furnished,1900,6300,667,82,8949
Sao Paulo,104,2,2,1,6,not acept,furnished,1100,4000,10,51,5161
Porto Alegre,66,2,1,1,1,acept,not furnished,270,1000,38,15,1323
Belo Horizonte,148,2,3,3,12,acept,not furnished,870,15000,685,200,16760
Porto Alegre,100,3,3,1,5,not acept,not furnished,700,3500,84,52,4336
Rio de Janeiro,114,2,2,1,7,not acept,not furnished,1450,3600,350,47,5447
Sao Paulo,153,3,4,3,17,acept,furnished,2000,6300,534,80,8914
Sao Paulo,164,3,4,2,13,acept,not furnished,2900,12500,915,159,16470
Sao Paulo,225,4,6,4,4,acept,not furnished,2800,4500,742,58,8100
Rio de Janeiro,124,4,2,1,2,acept,not furnished,1812,5900,395,77,8184
Sao Paulo,68,3,1,2,4,acept,not furnished,990,882,20,12,1904
Sao Paulo,96,3,3,2,1,acept,not furnished,948,5100,296,65,6409
Sao Paulo,70,2,2,2,11,not acept,furnished,2847,2954,590,38,6429
Sao Paulo,33,1,1,1,13,not acept,furnished,540,3300,0,42,3882
Belo Horizonte,311,4,3,3,20,not acept,not furnished,2252,9000,583,120,11960
Sao Paulo,160,3,2,1,5,acept,not furnished,1715,7700,470,98,9983
Sao Paulo,158,3,3,2,8,acept,furnished,1450,3000,175,39,4664
Campinas,62,2,1,1,3,acept,not furnished,485,980,48,13,1526
Belo Horizonte,105,3,2,1,3,not acept,not furnished,500,1200,135,16,1851
Sao Paulo,250,3,4,2,5,acept,furnished,2600,8000,500,102,11200
Porto Alegre,47,1,1,1,1,not acept,furnished,400,2200,0,33,2633
Sao Paulo,90,3,2,0,9,acept,not furnished,930,2300,84,30,3344
Sao Paulo,295,4,4,4,21,acept,not furnished,3700,9500,1417,121,14740
Sao Paulo,133,4,3,0,1,acept,not furnished,550,3550,309,45,4454
Sao Paulo,220,5,5,4,22,acept,not furnished,1900,8880,875,113,11770
Sao Paulo,70,2,1,1,14,acept,not furnished,576,2400,162,31,3169
Belo Horizonte,101,3,2,2,2,acept,not furnished,958,2400,20,32,3410
Belo Horizonte,320,3,2,5,1,acept,not furnished,420,2900,200,39,3559
Rio de Janeiro,28,1,1,0,11,not acept,furnished,350,2300,55,30,2735
Porto Alegre,35,1,1,0,2,acept,not furnished,120,1170,92,18,1400
Sao Paulo,115,3,1,2,5,acept,not furnished,945,4300,300,55,5600
Rio de Janeiro,70,2,2,1,10,acept,furnished,1800,4200,250,55,6305
Rio de Janeiro,157,3,3,2,10,acept,not furnished,1620,3800,382,49,5851
Rio de Janeiro,205,2,2,0,12,acept,furnished,1560,7000,132,91,8783
Belo Horizonte,75,3,2,1,2,acept,not furnished,225,1600,119,22,1966
Sao Paulo,126,3,2,2,5,acept,not furnished,900,3650,150,16,4716
Sao Paulo,130,3,2,2,1,acept,furnished,1100,3500,584,45,5229
Sao Paulo,360,5,4,0,7,not acept,not furnished,4800,3000,2084,39,9923
Sao Paulo,102,2,1,0,1,acept,not furnished,200,1700,17,22,1939
Sao Paulo,290,3,3,1,5,acept,not furnished,2500,2500,340,32,5372
Sao Paulo,47,2,1,1,1,not acept,not furnished,500,1150,38,15,1703
Sao Paulo,130,2,1,1,1,acept,not furnished,0,2200,180,28,2408
Porto Alegre,75,3,2,1,2,acept,not furnished,240,1500,63,22,1825
Rio de Janeiro,84,2,1,0,2,acept,not furnished,420,1700,85,22,2227
Sao Paulo,25,1,1,1,16,not acept,furnished,344,2200,45,28,2617
Sao Paulo,36,1,1,0,3,acept,furnished,450,2500,30,32,3012
Belo Horizonte,260,4,3,3,4,acept,furnished,2650,3300,555,44,6549
Rio de Janeiro,140,4,3,1,8,acept,not furnished,2173,7500,466,97,10240
Sao Paulo,47,1,1,0,2,acept,not furnished,198,1490,66,19,1773
Rio de Janeiro,240,4,4,2,2,acept,furnished,3690,12500,938,162,17290
Sao Paulo,160,3,4,2,3,acept,not furnished,2462,8500,60,108,11130
Rio de Janeiro,103,3,1,0,2,acept,not furnished,1300,3500,0,46,4846
Sao Paulo,55,2,2,1,17,not acept,not furnished,700,1680,0,22,2402
Sao Paulo,300,4,4,5,11,acept,not furnished,3150,11000,1225,140,15520
Sao Paulo,67,1,1,1,1,acept,not furnished,759,3120,350,40,4269
Sao Paulo,175,3,5,3,15,acept,not furnished,2312,7650,1308,97,11370
Rio de Janeiro,100,2,3,1,7,acept,furnished,700,3170,84,41,3995
Campinas,80,3,1,0,6,acept,not furnished,500,1000,30,13,1543
Rio de Janeiro,60,2,1,1,4,acept,not furnished,750,1300,0,17,2067
Rio de Janeiro,154,3,2,0,2,acept,furnished,1200,12000,200,155,13560
Sao Paulo,120,3,3,3,11,acept,not furnished,1800,2500,321,32,4653
Belo Horizonte,105,3,2,2,3,acept,not furnished,1174,3700,350,50,5274
Rio de Janeiro,58,1,1,1,11,acept,not furnished,650,1050,56,14,1770
Sao Paulo,60,3,1,0,3,acept,not furnished,550,1700,80,22,2352
Rio de Janeiro,80,2,1,0,2,not acept,not furnished,30,2900,34,38,3002
Porto Alegre,35,1,1,0,1,acept,not furnished,120,1170,92,18,1400
Sao Paulo,22,1,1,0,1,not acept,furnished,300,900,40,12,1252
Porto Alegre,93,3,1,0,1,not acept,not furnished,644,2400,143,36,3223
Belo Horizonte,263,3,4,4,15,acept,not furnished,2565,13000,1437,174,17180
Sao Paulo,20,1,1,0,5,acept,furnished,602,1800,130,23,2555
Sao Paulo,510,4,6,4,9,acept,furnished,5300,5000,3167,64,13530
Sao Paulo,57,2,2,2,10,acept,not furnished,900,1950,2,25,2877
Campinas,58,2,1,1,1,acept,furnished,400,2400,60,31,2891
Belo Horizonte,200,3,3,1,2,acept,not furnished,0,2100,94,35,2229
Sao Paulo,387,4,6,4,1,acept,not furnished,5200,6400,2792,82,14470
Porto Alegre,52,2,1,1,4,not acept,not furnished,450,900,0,14,1364
Sao Paulo,275,3,3,1,11,acept,furnished,886,8850,0,113,9849
Rio de Janeiro,76,2,2,2,8,acept,not furnished,780,2740,180,36,3736
Porto Alegre,68,3,2,1,4,acept,furnished,586,2200,56,33,2875
Sao Paulo,108,2,2,1,9,acept,not furnished,1726,5500,380,70,7676
Porto Alegre,114,3,1,0,3,acept,not furnished,210,1700,75,25,2010
Porto Alegre,90,2,2,1,2,acept,not furnished,300,1900,84,28,2312
Rio de Janeiro,20,1,1,0,5,acept,not furnished,450,500,63,7,1020
Belo Horizonte,51,3,1,1,2,acept,not furnished,170,1000,27,14,1211
Porto Alegre,36,1,1,1,4,acept,not furnished,350,650,9,10,1019
Sao Paulo,230,3,4,4,6,not acept,not furnished,3350,11500,1250,146,16250
Sao Paulo,140,3,2,1,1,acept,furnished,700,6000,109,77,6886
Porto Alegre,77,2,2,2,4,acept,not furnished,450,2000,0,30,2480
Sao Paulo,75,2,1,1,2,acept,not furnished,532,1500,100,20,2152
Porto Alegre,110,4,1,1,3,acept,not furnished,600,2200,2500,33,5333
Rio de Janeiro,29,1,1,0,2,acept,furnished,566,1341,50,18,1975
Rio de Janeiro,84,3,1,1,3,acept,not furnished,300,1500,0,20,1820
Sao Paulo,132,3,5,2,13,not acept,furnished,1630,10990,291,140,13050
Rio de Janeiro,170,2,2,1,7,acept,not furnished,1300,4900,255,64,6519
Porto Alegre,26,1,1,0,1,acept,not furnished,250,800,12,12,1074
Campinas,73,3,1,1,4,acept,not furnished,308,850,46,11,1215
Belo Horizonte,114,2,2,1,3,acept,not furnished,850,1600,1500,22,3972
Rio de Janeiro,68,2,2,1,16,acept,not furnished,554,2000,211,26,2791
Belo Horizonte,30,1,1,0,1,not acept,not furnished,0,1200,65,16,1281
Porto Alegre,69,2,2,1,9,acept,not furnished,380,2100,75,31,2586
Sao Paulo,33,1,1,1,19,not acept,furnished,400,3413,0,12,3825
Sao Paulo,84,2,2,1,14,acept,not furnished,782,5300,145,68,6295
Campinas,620,5,6,4,17,acept,not furnished,7400,4860,1200,62,13520
Sao Paulo,90,3,2,1,10,acept,not furnished,1686,3090,125,40,4941
Rio de Janeiro,24,1,1,1,11,acept,not furnished,480,1420,359,19,2278
Sao Paulo,64,2,1,1,24,not acept,not furnished,592,1817,84,24,2517
Sao Paulo,34,1,1,1,14,acept,not furnished,497,2800,81,36,3414
Rio de Janeiro,86,2,1,0,3,acept,furnished,1000,2400,205,31,3636
Sao Paulo,54,1,1,1,18,acept,not furnished,800,7500,192,96,8588
Belo Horizonte,128,3,2,2,2,acept,not furnished,580,1400,161,19,2160
Rio de Janeiro,80,3,2,1,8,acept,not furnished,840,2500,115,33,3488
Campinas,136,3,2,1,6,acept,not furnished,545,1274,87,17,1923
Rio de Janeiro,170,3,2,2,13,acept,furnished,1027,2500,291,33,3851
Sao Paulo,550,4,6,4,1,acept,furnished,3200,14000,1917,178,19300
Porto Alegre,48,1,1,0,4,acept,not furnished,250,750,21,11,1032
Sao Paulo,98,2,1,1,4,acept,not furnished,1028,3080,129,40,4277
Belo Horizonte,50,2,1,1,1,acept,not furnished,300,1100,68,15,1483
Sao Paulo,53,2,2,1,9,not acept,not furnished,722,2100,0,27,2849
Sao Paulo,32,1,1,0,1,acept,not furnished,400,1990,0,26,2416
Sao Paulo,47,1,2,1,11,acept,not furnished,740,3200,150,41,4131
Sao Paulo,65,2,1,1,3,acept,not furnished,340,1440,0,19,1799
Sao Paulo,56,1,1,2,7,not acept,furnished,1300,3958,242,51,5551
Rio de Janeiro,140,2,2,1,5,not acept,not furnished,1600,3950,500,51,6101
Sao Paulo,45,1,1,0,1,not acept,not furnished,0,1100,0,17,1117
Rio de Janeiro,21,1,1,0,11,acept,not furnished,519,1200,0,16,1735
Sao Paulo,70,2,2,0,2,acept,furnished,1439,5500,315,70,7324
Sao Paulo,120,2,3,2,5,acept,furnished,1800,11500,250,146,13700
Rio de Janeiro,90,2,2,0,5,acept,not furnished,1700,3700,350,48,5798
Porto Alegre,25,1,1,0,3,acept,not furnished,143,2000,26,30,2199
Rio de Janeiro,80,2,2,1,4,not acept,furnished,700,5000,84,65,5849
Sao Paulo,40,1,1,1,5,not acept,not furnished,440,2800,100,36,3376
Belo Horizonte,53,2,1,1,2,acept,not furnished,200,1000,74,14,1288
Rio de Janeiro,75,2,2,1,8,acept,not furnished,682,2300,223,30,3235
Rio de Janeiro,60,2,1,0,2,acept,not furnished,500,1300,100,17,1917
Sao Paulo,142,3,2,2,6,acept,furnished,2100,5440,584,69,8193
Rio de Janeiro,160,3,2,2,3,acept,not furnished,2311,7609,689,99,10710
Rio de Janeiro,26,1,1,0,9,acept,not furnished,976,1600,61,21,2658
Sao Paulo,81,1,1,1,8,acept,not furnished,600,1150,67,16,1833
Rio de Janeiro,50,1,1,0,2,acept,furnished,564,1900,100,25,2589
Belo Horizonte,62,2,1,1,3,acept,not furnished,100,1050,84,14,1248
Campinas,55,2,1,1,1,acept,not furnished,390,720,0,10,1120
Rio de Janeiro,82,2,1,1,2,acept,not furnished,800,1500,40,20,2360
Sao Paulo,40,1,1,1,10,not acept,furnished,2100,2200,223,28,4551
Belo Horizonte,106,3,2,2,8,acept,not furnished,1400,2400,255,32,4087
Sao Paulo,335,4,5,5,7,acept,not furnished,5000,4913,1667,63,11640
Sao Paulo,60,2,2,1,10,acept,not furnished,750,3400,100,44,4294
Sao Paulo,128,3,2,1,5,acept,not furnished,1000,3297,950,42,5289
Sao Paulo,300,4,4,4,3,acept,not furnished,3000,6500,1420,83,11000
Rio de Janeiro,33,1,1,0,2,not acept,furnished,0,2110,0,28,2138
Rio de Janeiro,126,3,2,1,6,acept,not furnished,1105,2350,133,31,3619
Sao Paulo,287,4,5,4,5,acept,not furnished,3311,3800,1744,49,8904
Sao Paulo,600,4,6,5,13,acept,not furnished,7200,6000,1167,77,14440
Rio de Janeiro,32,1,1,0,4,acept,not furnished,700,3000,65,39,3804
Sao Paulo,20,1,1,0,1,not acept,not furnished,0,1000,10,13,1023
Sao Paulo,210,4,4,4,8,not acept,not furnished,3000,5000,1250,64,9314
Campinas,46,1,1,1,5,acept,furnished,1300,1950,0,25,3275
Sao Paulo,104,3,3,2,8,not acept,not furnished,1400,4000,350,51,5801
Sao Paulo,32,1,1,0,6,acept,not furnished,350,1600,0,21,1971
Porto Alegre,115,3,2,2,4,acept,not furnished,1264,4500,166,66,5996
Sao Paulo,64,2,1,1,8,acept,furnished,800,2500,67,32,3399
Sao Paulo,280,4,6,5,28,acept,not furnished,1800,11500,1417,146,14860
Sao Paulo,80,2,1,1,6,acept,not furnished,400,1500,0,20,1920
Sao Paulo,98,2,2,0,8,acept,not furnished,600,4500,0,58,5158
Sao Paulo,70,2,2,1,2,acept,not furnished,410,1800,71,23,2304
Campinas,40,1,1,1,1,acept,not furnished,790,1300,236,17,2343
Sao Paulo,65,2,2,1,20,acept,furnished,1800,4900,177,63,6940
Sao Paulo,50,2,1,1,2,not acept,not furnished,600,1150,50,15,1815
Porto Alegre,42,1,1,1,1,acept,furnished,650,2400,81,36,3167
Sao Paulo,50,1,1,0,2,not acept,not furnished,150,720,0,10,880
Belo Horizonte,160,3,3,2,2,acept,not furnished,150,1700,0,23,1873
Porto Alegre,70,2,1,0,3,acept,not furnished,350,1500,49,20,1919
Sao Paulo,187,3,4,3,14,acept,not furnished,1700,14000,1209,178,17090
Sao Paulo,186,4,5,4,11,acept,not furnished,1550,4100,1480,52,7182
Campinas,76,2,1,0,2,acept,not furnished,300,700,100,9,1109
Sao Paulo,50,2,1,1,2,not acept,furnished,399,1650,0,21,2070
Sao Paulo,260,4,5,4,9,acept,furnished,2014,3300,1000,42,6356
Sao Paulo,35,1,1,0,18,acept,not furnished,250,1850,0,24,2124
Sao Paulo,130,2,2,2,3,acept,not furnished,1752,6200,634,79,8665
Porto Alegre,78,2,1,0,2,acept,not furnished,280,1380,32,21,1713
Sao Paulo,68,2,2,1,18,acept,not furnished,640,3400,95,44,4179
Rio de Janeiro,110,2,2,1,14,acept,not furnished,910,1400,216,19,2545
Sao Paulo,52,2,2,1,5,not acept,furnished,903,4000,300,51,5254
Sao Paulo,360,3,5,3,14,not acept,not furnished,3000,12500,125,159,15780
Campinas,70,3,2,1,3,acept,furnished,650,1300,55,17,2022
Porto Alegre,96,3,1,0,2,acept,not furnished,300,1000,42,15,1357
Sao Paulo,54,2,2,1,11,acept,not furnished,954,2800,190,36,3980
Sao Paulo,41,1,1,1,16,acept,furnished,788,2387,17,31,3223
Rio de Janeiro,130,3,2,1,5,acept,not furnished,1300,2820,300,37,4457
Sao Paulo,87,2,2,1,4,acept,not furnished,969,6675,167,85,7896
Rio de Janeiro,120,3,1,1,2,acept,not furnished,800,2200,84,29,3113
Sao Paulo,55,1,1,1,14,not acept,furnished,1000,4950,225,63,6238
Belo Horizonte,160,3,2,2,4,not acept,not furnished,718,3100,183,42,4043
Belo Horizonte,30,1,1,1,1,not acept,not furnished,50,900,19,12,981
Belo Horizonte,103,3,2,1,3,not acept,not furnished,489,1400,101,19,2009
Belo Horizonte,45,1,1,1,7,not acept,not furnished,440,1500,91,20,2051
Sao Paulo,72,2,2,2,7,acept,not furnished,150,3700,184,47,4081
Porto Alegre,70,3,2,0,2,acept,furnished,300,2240,59,33,2632
Rio de Janeiro,133,1,2,1,6,acept,furnished,1200,7000,367,91,8658
Sao Paulo,50,2,1,0,3,acept,furnished,372,1449,0,19,1840
Porto Alegre,69,3,1,1,5,acept,not furnished,450,1100,75,17,1642
Porto Alegre,42,1,2,1,6,acept,not furnished,500,2000,0,30,2530
Belo Horizonte,55,2,2,1,5,acept,not furnished,278,1300,111,18,1707
Sao Paulo,117,3,2,2,10,acept,furnished,870,2400,124,31,3425
Sao Paulo,56,2,1,1,13,acept,not furnished,580,2540,25,33,3178
Rio de Janeiro,50,1,1,1,5,acept,not furnished,700,1000,0,13,1713
Sao Paulo,62,3,1,1,8,acept,not furnished,750,1260,59,16,2085
Sao Paulo,141,3,3,1,1,acept,furnished,1798,3800,372,49,6019
Porto Alegre,44,1,1,0,1,not acept,not furnished,210,950,33,14,1207
Rio de Janeiro,40,1,1,0,3,acept,not furnished,350,2400,56,31,2837
Sao Paulo,278,4,3,3,3,acept,not furnished,3790,10000,1514,127,15430
Sao Paulo,264,4,4,4,9,acept,not furnished,3200,14450,1792,184,19630
Belo Horizonte,93,3,2,0,17,acept,not furnished,620,1750,99,24,2493
Sao Paulo,69,3,2,2,6,not acept,not furnished,798,2200,84,28,3110
Rio de Janeiro,72,2,1,1,7,acept,not furnished,765,1800,97,24,2686
Sao Paulo,66,2,1,1,5,not acept,not furnished,550,2000,30,26,2606
Sao Paulo,44,1,1,1,1,acept,not furnished,700,1400,142,18,2260
Belo Horizonte,227,3,4,1,12,not acept,not furnished,1400,2550,208,34,4192
Porto Alegre,100,2,1,1,3,acept,furnished,490,3400,172,50,4112
Sao Paulo,90,2,2,0,2,not acept,not furnished,180,1800,375,23,2378
Sao Paulo,70,1,1,1,2,not acept,furnished,1000,2600,125,33,3758
Sao Paulo,135,2,3,3,8,acept,furnished,1600,4200,459,54,6313
Sao Paulo,300,4,5,4,7,not acept,not furnished,1660,3200,1875,41,6776
Sao Paulo,84,2,2,0,12,not acept,not furnished,1500,6300,454,80,8334
Sao Paulo,43,2,1,1,16,acept,not furnished,294,1050,36,14,1394
Porto Alegre,48,1,1,0,2,acept,not furnished,220,900,22,14,1156
Porto Alegre,71,2,2,1,2,acept,not furnished,341,892,59,14,1306
Sao Paulo,225,4,2,2,11,acept,not furnished,2150,6500,642,83,9375
Sao Paulo,280,3,2,0,7,acept,not furnished,2300,3000,417,39,5756
Belo Horizonte,62,2,1,1,2,acept,not furnished,0,1300,75,18,1393
Sao Paulo,90,3,2,1,2,acept,not furnished,945,2000,5,26,2976
Sao Paulo,60,2,1,1,7,acept,not furnished,460,1230,100,16,1806
Rio de Janeiro,67,3,2,0,1,not acept,not furnished,1102,2810,179,37,4128
Sao Paulo,273,4,4,2,4,not acept,not furnished,2306,9000,417,115,11840
Rio de Janeiro,15,1,1,0,4,not acept,not furnished,0,908,0,12,920
Porto Alegre,100,3,1,1,3,acept,not furnished,580,1240,69,19,1908
Campinas,60,2,1,1,3,acept,not furnished,314,1000,0,13,1327
Rio de Janeiro,40,1,1,0,2,acept,not furnished,928,1950,61,26,2965
Sao Paulo,86,2,1,1,12,acept,not furnished,1000,3007,84,39,4130
Rio de Janeiro,280,4,4,2,3,acept,not furnished,2489,9850,1255,127,13720
Belo Horizonte,260,4,4,6,10,acept,furnished,3200,11900,12500,159,27760
Porto Alegre,68,2,1,1,5,acept,not furnished,600,800,500,12,1912
Rio de Janeiro,58,2,2,1,11,acept,not furnished,688,800,0,11,1499
Sao Paulo,60,2,2,1,14,not acept,furnished,2435,2600,184,33,5252
Campinas,47,1,1,0,8,acept,not furnished,423,520,13,7,963
Campinas,87,3,2,1,4,acept,not furnished,740,1173,90,15,2018
Sao Paulo,51,1,1,0,32,not acept,not furnished,429,3250,37,42,3758
Sao Paulo,120,2,2,1,4,not acept,not furnished,1400,1450,21,19,2890
Campinas,52,2,1,1,8,acept,furnished,1200,2280,0,29,3509
